time	current	voltage
3487	145.86027	-74.9484740871
3488	159.16427	-74.7030259343
3489	165.24986	-74.4483782743
3490	250.38339	-74.0265030301
3491	227.23075	-73.6559606028
3492	255.6465	-73.2328715945
3493	244.52435	-72.8368148418
3494	216.60783	-72.5009394267
3495	191.27276	-72.2193023062
3496	165.03916	-71.9930298644
3497	179.13729	-71.740810307
3498	182.55115	-71.4842440605
3499	126.66994	-71.3419170243
3500	169.91304	-71.1143748109
3501	197.05937	-70.8346490426
3502	119.93506	-70.7117526733
3503	46.117678	-70.7375010872
3504	50.98463	-70.753078655
3505	29.931601	-70.8104249693
3506	63.291966	-70.8003069272
3507	58.002539	-70.8006831558
3508	7.7812312	-70.9013157396
3509	32.715119	-70.9509132101
3510	62.238635	-70.9407954329
3511	86.775439	-70.8815255427
3512	55.558415	-70.8850952247
3513	61.361223	-70.8768467896
3514	114.16788	-70.7628894183
3515	115.32327	-70.647558914
3516	120.12375	-70.5235683089
3517	166.0676	-70.3087033568
3518	221.98198	-69.9838679947
3519	233.35125	-69.6391283894
3520	206.92407	-69.3501744575
3521	173.39392	-69.1306380588
3522	188.64858	-68.8822954673
3523	164.4803	-68.6841964023
3524	131.00506	-68.5544964202
3525	67.464606	-68.5527430412
3526	62.878461	-68.5599836852
3527	135.17499	-68.422381096
3528	80.463308	-68.3951207402
3529	55.48245	-68.4178492972
3530	6.308478	-68.5385538201
3531	-4.2999994	-68.679314562
3532	-33.172026	-68.8764860255
3533	-39.644305	-69.0847872495
3534	-98.102017	-69.4080692519
3535	-150.82922	-69.8338430346
3536	-146.8917	-70.2477835992
3537	-110.94087	-70.5858476187
3538	-140.59332	-70.979851829
3539	-98.657936	-71.2859891949
3540	-36.149602	-71.4638964904
3541	-35.126308	-71.6377987699
3542	-12.114365	-71.7637396577
3543	18.047245	-71.8279028982
3544	57.697436	-71.8119524433
3545	107.36664	-71.6966920387
3546	63.908444	-71.6694145818
3547	56.561771	-71.6569746803
3548	-18.255342	-71.7941588402
3549	-51.742215	-71.9967459607
3550	-73.576645	-72.2407253762
3551	-15.238187	-72.3652769495
3552	-10.418994	-72.4787065055
3553	10.032814	-72.5498615415
3554	49.490749	-72.5411895051
3555	60.617945	-72.510232634
3556	98.67895	-72.4033691307
3557	68.632413	-72.3576454986
3558	102.51878	-72.2445215925
3559	78.672226	-72.1801923634
3560	4.565911	-72.2646423607
3561	24.028897	-72.309126089
3562	-24.082478	-72.4492232311
3563	-75.559112	-72.6906184195
3564	-89.180516	-72.9564635352
3565	-79.312675	-73.1994633615
3566	-79.802287	-73.4405476198
3567	-56.849177	-73.6328129793
3568	-29.371975	-73.7677503499
3569	-74.211198	-73.9906533595
3570	-46.494212	-74.1553364063
3571	-20.018181	-74.2649604004
3572	-31.479317	-74.3960602237
3573	21.347283	-74.419786877
3574	40.288104	-74.4052382196
3575	3.2329393	-74.4648815081
3576	-31.373936	-74.5928983815
3577	52.845399	-74.5507787274
3578	27.935138	-74.5589105562
3579	-8.7084729	-74.640130756
3580	13.497313	-74.6758233705
3581	-27.665816	-74.7932969523
3582	-54.699846	-74.9632575236
3583	-70.287471	-75.162131961
3584	-126.3847	-75.4705458145
3585	-94.294196	-75.7106567709
3586	-60.226435	-75.8793584587
3587	-47.644679	-76.0205482448
3588	-68.032992	-76.2005214166
3589	-60.463275	-76.3628171153
3590	-37.202553	-76.4762763055
3591	15.724096	-76.4822304739
3592	86.15008	-76.3471744451
3593	100.12392	-76.1859699869
3594	76.292197	-76.0745719289
3595	55.277192	-76.0066477705
3596	44.266617	-75.9615884206
3597	-28.433567	-76.0624592488
3598	-34.18736	-76.1733853548
3599	-106.86096	-76.4280621914
3600	-49.043866	-76.5635113444
3601	1.4586021	-76.5959904245
3602	31.206828	-76.5684427286
3603	-7.2529956	-76.6181250947
3604	-66.78182	-76.7860931438
3605	-91.123085	-77.0003013588
3606	-25.138121	-77.0794173789
3607	-34.188929	-77.175429122
3608	0.83738137	-77.1999345927
3609	38.392138	-77.1489066707
3610	42.629824	-77.0900703771
3611	58.478464	-77.0003133566
3612	56.028855	-76.916671516
3613	93.644792	-76.758919484
3614	74.563125	-76.641495616
3615	106.98831	-76.4608000423
3616	93.053566	-76.3104228434
3617	136.04149	-76.076074312
3618	121.15618	-75.8746297358
3619	119.02171	-75.6801010403
3620	91.752543	-75.5426331926
3621	93.773971	-75.4028606497
3622	70.614706	-75.3111596084
3623	-6.7649301	-75.3753274186
3624	11.939807	-75.4011524972
3625	32.746254	-75.3849333846
3626	31.412614	-75.3715025328
3627	9.4580692	-75.4020648328
3628	32.978755	-75.3850923451
3629	29.738627	-75.3747310807
3630	27.566632	-75.3687576904
3631	13.768187	-75.3903673751
3632	45.338919	-75.3484598779
3633	-3.4774882	-75.4046428033
3634	51.237361	-75.3505666504
3635	61.861449	-75.2758600427
3636	49.086683	-75.2275872083
3637	101.19111	-75.0756412279
3638	42.547346	-75.0428572852
3639	-5.9767822	-75.1074487064
3640	-29.362201	-75.2178823297
3641	44.841315	-75.1783827881
3642	36.389158	-75.1562070627
3643	78.546886	-75.0499094941
3644	12.766183	-75.0764523158
3645	-2.0120755	-75.1321143339
3646	16.294006	-75.1503502792
3647	-47.145551	-75.2951351122
3648	-102.71353	-75.549079077
3649	-91.594824	-75.7773537136
3650	-61.691388	-75.942689677
3651	4.3525303	-75.9736236093
3652	-50.102027	-76.1129629204
3653	-119.9616	-76.3900408662
3654	-31.555969	-76.4864119058
3655	-40.724477	-76.5997008574
3656	-10.257152	-76.6503932159
3657	-28.671155	-76.7371245469
3658	-28.697458	-76.8226097233
3659	-24.940348	-76.8992949301
3660	-21.951433	-76.9688373396
3661	-15.525244	-77.0244608869
3662	42.555464	-76.963053128
3663	45.12335	-76.8973145271
3664	-36.163192	-76.9950119547
3665	-61.015821	-77.1409450704
3666	-67.516677	-77.2977098769
3667	-35.052198	-77.387204243
3668	6.3403683	-77.3925390228
3669	-94.569723	-77.5995457005
3670	-128.57555	-77.8714557068
3671	-147.52437	-78.1771569344
3672	-164.78827	-78.5127157648
3673	-195.91573	-78.9053338004
3674	-198.42943	-79.2968091726
3675	-143.99729	-79.5731594226
3676	-200.47187	-79.9579594559
3677	-260.04345	-80.4555666637
3678	-279.85175	-80.9844537288
3679	-277.47173	-81.4995285299
3680	-249.02574	-81.9487025427
3681	-226.92708	-82.3456650231
3682	-153.08026	-82.5877290765
3683	-105.64031	-82.7304576723
3684	-95.230703	-82.8497136748
3685	-148.58791	-83.0734535164
3686	-102.43207	-83.2006839218
3687	-130.78683	-83.3822150755
3688	-136.38283	-83.5714876461
